ORDER_KEY,ORDER_STATUS,UNITS,DISCNT_VALUE,COST_FIXED,COST_VARIABLE,REVENUE,TIME_BILL_DT,TIME_PAID_DT,PROD_ITEM_KEY,CUST_NUMBER,CUST_NAME,CUST_BIRTH_DT,CUST_CRDT_RATE,CUST_GENDER,CUST_SEGMENT,CUST_MARITAL_STATUS,CUST_TYPE,ADDR_KEY,ADDRESS1,ADDRESS2,POSTAL_CODE,CITY,STATE_PROV,REGION,COUNTRY_CODE,COUNTRY_NAME,AREA,CHANNEL_NAME,PROD_BRAND,PROD_LOB,PROD_TYPE,PRODUCT,PROD_ITEM_DSC
483210,5-Paid,9,17.54,174.15,956.91,1098.9,28-Mar-11,28-Apr-11,718,6812,Edna Wenceslau,23-Mar-67,649,M,Active Singles,Widow,TYPE 3,12059,47,Hall St,CM11526,Yaound,,EMEA,CMR,Cameroon,Africa,Catalog,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
2675907,3-Shipped,10,0,236.13,943.65,1364.51,4-Jun-12,21-Jul-12,1148,9097,Verdugo Brothers,25-Dec-74,642,M,Rural based,Widow,TYPE 5,6717,4,E Aven #284,CA176660,Toronto,,AMERICAS,CAN,Canada,North America,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Karaoke 1'' 25mm E400 Black
3375288,2-Fulfilled,8,76.89,429.23,296.5,2046.56,10-Jul-13,29-Aug-13,1480,8029,Barbee Torres,22-Aug-83,621,M,Baby Boomers,Married,TYPE 4,9699,47,Hall St,AR126702,Cordoba,,AMERICAS,ARG,Argentina,South America,Reseller,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Grey
3369772,3-Shipped,12,0,855.24,3030.37,3868.06,31-Jul-13,4-Sep-13,1227,7920,Vimal Kankani,19-Oct-61,649,M,Students,Widow,TYPE 5,11120,75700,Academy Rd,CA126660,Toronto,,AMERICAS,CAN,Canada,North America,Reseller,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Mini HiFi2/3'' 17mm X100 Black
3380928,3-Shipped,7,124.3,347.27,1200.7,1655.89,24-Aug-13,5-Oct-13,1044,7473,Anita Isige,27-Jan-55,680,M,Active Singles,Divorced,TYPE 2,14248,891,Union Pacific Ave #8463,BR111660,Recife,,AMERICAS,BRA,Brazil,South America,Reseller,FunPod,Digital,Camera,MPEG4 Camcorder,FinePix SLR ST135 Black
90822,3-Shipped,8,12.39,41.6,200.13,262.39,27-Jan-11,6-Mar-11,710,7199,Gary He,23-May-59,768,M,Seniors,Divorced,TYPE 4,6317,57869,Alemany Blvd,ES126479,Mlaga,,EMEA,ESP,Spain,Europe,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Jet Gamer S300White
1783899,5-Paid,12,14.47,93.9,555.68,592.57,29-Aug-11,30-Sep-11,666,339,Jenny Rodriguez,29-Dec-61,617,M,Others,Divorced,TYPE 3,8857,16949,Harristown Rd,RU11481,Lipetsk,,APAC,RUS,Russia,North,Online,FunPod,Games,Fixed,HomeCoach 2000,CompCell Digital Game FP430Black
743256,2-Fulfilled,9,0,92.44,66.65,460.69,15-Mar-12,29-Apr-12,642,3476,Ade Fhirmansyah,8-Dec-67,630,M,Active Singles,Married,TYPE 1,12589,9561,Chartres St,TU101472,Funafuti,,APAC,TUV,Tuvalu,East,Reseller,FunPod,Games,Portable,MaxiFun 2000,CompCell LaserJet SeriesM100 Black
3985364,2-Fulfilled,10,0,8.37,8.33,41.69,5-Oct-12,10-Nov-12,812,4670,Sophia Bennett,21-Jul-92,644,M,Baby Boomers,Single,TYPE 4,5330,245,5th Ave,TJ11534,Dushanbe,,EMEA,TJK,Tajikistan,Eastern,Catalog,FunPod,Games,Portable,PocketFun ES,DigiTech Mousepad Bundle 34Grey
1529986,2-Fulfilled,12,0,163.16,213.28,1029.84,21-Jul-11,30-Aug-11,1493,9044,Shawn Price,12-Nov-72,603,M,Active Singles,Divorced,TYPE 2,3673,92,KINGS HIGHWAY,SE18 2,London,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 8 GB of Memory M400 White
3019648,6-Cancelled,12,4.88,17.34,66.65,86.4,23-Jul-12,8-Sep-12,769,6330,Sapphire Wilson,16-May-81,602,M,Urban based,Widow,TYPE 3,6451,50968,Kurtz St #45,RU151494,Kaliningrad,,APAC,RUS,Russia,North,Catalog,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Wireless Speaker Splitter SB2 E200 Black
3274031,2-Fulfilled,8,0,261.32,180.65,1246,15-Jun-13,2-Aug-13,1555,173,Anggraeny Pramesti,25-Feb-57,682,F,Active Singles,Divorced,TYPE 1,14719,20,Sw 28th Ter,SL11581,San Salvador,,AMERICAS,SLV,El Salvador,Central,Catalog,BizTech,Communication,Phones,CompCell RX3,PhoneCell GPS Phone 4.7 inch L950 Silver
77023,5-Paid,4,3.05,15.97,87.43,100.77,15-Jan-11,26-Feb-11,677,1020,Kevin Purcell,10-Feb-73,675,M,Baby Boomers,Divorced,TYPE 1,4093,,GEORGE ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Store,FunPod,Games,Fixed,HomeCoach 2000,CompCell Fax Ninja FT300Grey
2780032,2-Fulfilled,10,2.35,8.24,24.06,82.09,11-May-12,23-Jun-12,755,8301,Amanda Gonçalves,22-Jan-92,791,M,Urban based,Widow,TYPE 4,9763,4,Commerce Center Dr,GR11412,Athens,,EMEA,GRC,Greece,Europe,Online,FunPod,Games,Fixed,Game Station,DigiTech Power Adapter PP33 Black
2890685,4-Billed,12,3.66,263.5,14.81,131.31,11-Jul-12,23-Aug-12,928,8306,Brett Harrison,2-Sep-62,646,M,Baby Boomers,Married,TYPE 2,11920,6,Argyle Rd,HK101477,Hong Kong,,APAC,HKG,Hong Kong,South,Store,FunPod,Games,Fixed,Game Station,KeyMax 1GB Memory I200Silver
3779202,3-Shipped,24,32.34,146.26,604.83,661.56,27-Nov-13,10-Jan-14,1286,6283,Kailyn Leary,1-Apr-84,698,M,Baby Boomers,Divorced,TYPE 5,5745,48,General George Patton Dr #8611,IR126513,Dublin,,EMEA,IRL,Ireland,Northern,Catalog,HomeView,TV,LCD,LCD 36X Standard,DigiTech LCD Charger 4AA Black
390674,9-On Hold,9,1.66,5.38,24.28,67.83,28-Mar-11,6-May-11,763,526,Bruno Morin,24-Dec-66,645,F,Rural based,Married,TYPE 1,10442,7,Valley Blvd,MN101545,Ulaanbaatar,,APAC,MNG,Mongolia,North,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Easyshare 7.1 Black
218340,2-Fulfilled,4,2.39,5.44,6.8,34.31,2-Feb-11,8-Mar-11,844,4435,Kerrion Nash,27-Jul-87,698,M,Others,Divorced,TYPE 4,12885,68538,N Bentz St #1451,QA11572,Doha,,EMEA,QAT,Qatar,Middle East,Store,HomeView,Services,Maintenance,Maintenance,Tungsten Mount Battery Pink
3355988,2-Fulfilled,12,36.15,425.61,1055.75,3849.79,20-Jul-13,26-Aug-13,1225,1010,Tina Gallant,13-Jun-70,759,M,Urban based,Divorced,TYPE 5,13506,490,Court St,CU11570,Havana,,AMERICAS,CUB,Cuba,Central,Store,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Mini HiFi1/2'' 3mm X300 Black
2546789,3-Shipped,10,2.25,24.26,115.72,120.91,12-Apr-12,24-May-12,898,3267,Otis Llewellyn,3-Mar-72,670,M,Rural based,Single,TYPE 4,13652,8,W Lake St #1,BO101661,La Paz,,AMERICAS,BOL,Bolivia,South America,Store,FunPod,Games,Portable,PocketFun ES,KeyMax USB Keyboard E90 Grey
2966633,3-Shipped,10,0.09,0.55,1.85,2.75,23-Aug-12,7-Oct-12,920,8209,Aidan Banyard,18-Feb-80,649,M,Baby Boomers,Divorced,TYPE 2,9104,1,E 17th St,IT126687,Napoli,,EMEA,ITA,Italy,Europe,Reseller,HomeView,Services,Maintenance,Maintenance,KeyMax USB Cable P900 Black
608252,3-Shipped,9,43.21,171.71,870.72,885.98,23-Feb-12,31-Mar-12,1478,3132,Cameron Clements,14-Jun-61,702,M,Active Singles,Married,TYPE 4,12537,8,Cabot Rd,LB11629,Tripoli,,EMEA,LBY,Libya,North Africa,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Expert M400 Black
2983857,4-Billed,12,33.8,2741.75,174.04,1438.3,30-Aug-12,9-Oct-12,737,4164,Gomzy Pandya,4-Oct-69,801,M,Active Singles,Single,TYPE 2,6241,86274,Howell Mill Rd Nw,VN101566,Hanoi,,APAC,VNM,Viet Nam,South,Online,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
2324186,6-Cancelled,13,0,104.47,535.28,659.15,1-Nov-11,12-Dec-11,689,1231,Katy Bug,13-Dec-85,712,M,Seniors,Married,TYPE 2,12619,968,Delaware Ave,SR101418,Belgrade,,EMEA,SRB,Serbia,Europe,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Grey
3618410,1-Booked,13,67.22,197.86,9817.61,1789.96,5-Dec-13,21-Jan-14,1197,283,Jacqueline Bradley,14-Nov-76,715,M,Rural based,Married,TYPE 1,11152,979,S La Cienega Blvd #627,CA116601,Vancouver,,AMERICAS,CAN,Canada,North America,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1/2'' 3mm E300 Grey
2302539,9-On Hold,13,67.43,135.45,624.98,1709.65,11-Dec-11,25-Jan-12,1048,2588,David Brezina,15-Jan-82,641,M,Baby Boomers,Married,TYPE 3,8851,5,Buford Hwy Ne #3,SA11476,Riyadh,,EMEA,SAU,Saudi Arabia,Middle East,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinePix SLR ST136 Silver
203059,5-Paid,9,0,140.13,768.83,803.97,12-Feb-11,2-Apr-11,1550,9396,David Munive,8-Jul-88,735,M,Urban based,Married,TYPE 1,3732,209,KING STREET,W6 9,London,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell GPS Tracker  3.5 inch M810 Silver
1275239,1-Booked,12,68.37,655.97,2059.46,1656.03,1-May-11,20-Jun-11,1125,9608,Mohammed Alqattan,10-Nov-74,795,M,Students,Widow,TYPE 2,6695,20214,W Main St,BR21660,Recife,,AMERICAS,BRA,Brazil,South America,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Camera D480Gold
1771435,4-Billed,13,227,572.7,751.34,5755.51,15-Jul-11,2-Sep-11,1206,6200,Renata Vianna,19-Feb-66,644,M,Active Singles,Married,TYPE 5,15129,8,Allied Dr,IN11436,Bengaluru North,,APAC,IND,India,West,Online,HomeView,TV,LCD,LCD 36X Standard,FinFlex Camcorder 1/3'' 8.5mm X200 Grey
552706,4-Billed,9,93.32,249.38,129.6,1242.79,4-Jan-12,4-Feb-12,705,7592,David Desjardins,2-Oct-73,650,M,Baby Boomers,Divorced,TYPE 2,9457,47,Hall St,RU11429,Moscow,,APAC,RUS,Russia,North,Online,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
3881936,2-Fulfilled,10,0,27.91,35.22,168.56,28-Oct-12,13-Dec-12,1274,5720,Clare Patterson,12-Oct-63,645,F,Seniors,Married,TYPE 1,12676,270,5th Ave,KI101646,Tarawa,,APAC,KIR,Kiribati,East,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera Sensor V124White
3795523,4-Billed,12,140.61,426.66,235.96,2201.55,16-Sep-12,1-Nov-12,1089,8330,Chris Kooij,30-Jun-69,717,M,Active Singles,Divorced,TYPE 2,6215,5,Austin Ave,RU151494,Kaliningrad,,APAC,RUS,Russia,North,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Silver Grey
4175170,2-Fulfilled,13,5.91,26.71,100.6,322.78,28-Nov-12,16-Jan-13,1288,5260,Adrian Baltazar,17-Jul-55,680,M,Baby Boomers,Divorced,TYPE 1,14133,99968,Merced St #79,CU11570,Havana,,AMERICAS,CUB,Cuba,Central,Online,HomeView,TV,LCD,LCD 36X Standard,DigiTech LCD Charger 4AA Silver
644222,5-Paid,12,16.03,163.11,779.46,812.95,24-Feb-12,13-Apr-12,720,9738,Riley Graham,2-Sep-81,632,M,Rural based,Divorced,TYPE 2,9090,35983,Daubert St,AR11705,General Pueyrredn,,AMERICAS,ARG,Argentina,South America,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100White
3664622,9-On Hold,24,82.31,176.3,546.66,1594.73,29-Dec-13,13-Feb-14,1236,736,Tremain Lease,8-Feb-87,645,M,Rural based,Single,TYPE 1,6995,2495,Beach Blvd #557,MA101602,Rabat,,EMEA,MAR,Morocco,North Africa,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Campos 3mm X4561'' 25mm E400 Black
3373119,6-Cancelled,14,50.6,851.2,2815.64,3849.79,25-Aug-13,8-Oct-13,1225,5259,Rebecca Grundy,29-Dec-67,630,M,Active Singles,Divorced,TYPE 2,7774,5,Liberty Ave,RU11492,Voronezh,,APAC,RUS,Russia,North,Reseller,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Mini HiFi1/2'' 3mm X300 Black
2825741,5-Paid,12,34.64,216.75,1209.07,1230.25,6-Aug-12,8-Sep-12,1479,1842,Derek Mcginnis,19-Jun-55,651,M,Active Singles,Divorced,TYPE 2,5921,5496,Ne Columbia Blvd,CA126660,Toronto,,AMERICAS,CAN,Canada,North America,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Unlocked International M800 Black
4103467,9-On Hold,13,68.25,243.08,773.91,2423.01,11-Nov-12,15-Dec-12,718,9451,Greg Lowery,9-Jun-82,760,M,Urban based,Divorced,TYPE 1,12285,7,N Glenn Rd,TU101615,Ankara,,EMEA,TUR,Turkey,Eastern,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
3409660,6-Cancelled,22,0,21.64,71.58,97.81,18-Jul-13,31-Aug-13,1279,2209,Alicia Garduno,25-Dec-55,630,M,Baby Boomers,Married,TYPE 2,6313,13904,S 35th St,ID11575,Jakarta,,APAC,IDN,Indonesia,South,Online,HomeView,Services,Install,Install,DigiTech Cordless Phone Battery 3XAABlack
3725088,3-Shipped,24,22.11,69.36,287.2,313.77,27-Nov-13,13-Jan-14,1260,8875,Matthew Burgess,4-Jun-80,811,M,Rural based,Married,TYPE 3,6077,16,Talmadge Rd,LB11663,Monrovia,,EMEA,LBR,Liberia,Africa,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,HomeCoach 2000Silver
3541064,4-Billed,10,55.11,4111.74,226.37,1957.52,7-Oct-13,22-Nov-13,1192,9058,Greg Wilson,19-Feb-59,662,M,Urban based,Divorced,TYPE 3,412,,,US10842,Jackson,Kansas,AMERICAS,USA,United States,North America,Reseller,HomeView,TV,LCD,LCD 36X Standard,FinFlex Moviemaker1'' 25mm M400 Grey
3932962,5-Paid,12,81.12,357.48,2239.37,2159.54,8-Sep-12,16-Oct-12,1193,9949,Alia Alfred,13-Mar-57,650,M,Active Singles,Divorced,TYPE 1,10805,767,9th Ave Sw,AZ101625,Baku,,EMEA,AZE,Azerbaijan,Eastern,Online,HomeView,TV,LCD,LCD 36X Standard,FinFlex Moviemaker1/2'' 3mm M300 Grey
1258313,2-Fulfilled,10,12.39,104.63,136.9,660.4,6-May-11,21-Jun-11,1515,3301,Doonbeg Football,30-May-92,811,M,Rural based,Married,TYPE 2,8999,2,New Brooklyn Rd,SA101497,Riyadh,,EMEA,SAU,Saudi Arabia,Middle East,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 6-LINE SCREEN M21 Gold
1397864,3-Shipped,10,0,297.17,1269.72,1875.1,8-Jun-11,28-Jul-11,647,8074,Rachel Evansserrano,20-Oct-79,698,M,Others,Single,TYPE 5,7855,4,W 18th St,CA281601,Vancouver,,AMERICAS,CAN,Canada,North America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone TP300 Black
881118,1-Booked,19,10.33,93.13,316.35,249.47,26-Feb-13,1-Apr-13,754,7662,Beau Berkley,20-Oct-54,716,M,Active Singles,Married,TYPE 2,15157,97539,Connecticut Ave Nw #3586,IN11434,Vijayawada,,APAC,IND,India,West,Store,FunPod,Games,Fixed,Game Station,DigiTech Cooling Game 3 portsE80 Black
3442154,1-Booked,21,334.91,272.42,29744.95,5095.32,3-Aug-13,5-Sep-13,705,2035,Rahmat Zae,2-Jul-76,630,M,Others,Divorced,TYPE 4,3326,550,BEACH ST,94133,San Francisco,California,AMERICAS,USA,United States,North America,Catalog,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
4025951,5-Paid,13,17.18,35.19,217.29,244.41,11-Dec-12,17-Jan-13,1251,4840,Barack Obama,28-Feb-70,759,M,Rural based,Married,TYPE 5,13755,37,Saint Louis Ave #292,CO11655,Bogot,,AMERICAS,COL,Colombia,Central,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Travel Pack U742Black
65928,1-Booked,4,1.6,2.73,208.86,34.31,29-Jan-11,16-Mar-11,844,6644,Jordan Woodward,6-Dec-55,748,M,Urban based,Single,TYPE 5,12393,8494,E 57th St,QA101572,Doha,,EMEA,QAT,Qatar,Middle East,Store,HomeView,Services,Maintenance,Maintenance,Tungsten Mount Battery Pink
82316,6-Cancelled,8,9.04,76.26,390.53,481.28,21-Jan-11,22-Feb-11,737,2522,Andrew Laird,19-Dec-62,834,M,Baby Boomers,Married,TYPE 3,7569,15126,Goldenwest St,TU101472,Funafuti,,APAC,TUV,Tuvalu,East,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
84638,5-Paid,4,8.06,26.09,170.63,164.62,1-Jan-11,3-Feb-11,1500,3550,Steve Dc,17-Mar-60,695,M,Urban based,Married,TYPE 1,3758,101,HIGH STREET,E17 7,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Pink
1748021,2-Fulfilled,5,0,7.55,6.8,47.67,20-Jul-11,25-Aug-11,754,5619,Alex Oneill,25-Oct-57,829,M,Baby Boomers,Widow,TYPE 2,6044,23,S Orange Ave #55,ZA151501,Tygerberg,,EMEA,ZAF,South Africa,Africa,Reseller,FunPod,Games,Fixed,Game Station,DigiTech Cooling Game 3 portsE80 Black
3453150,3-Shipped,10,0,20.73,174.62,216.66,20-Oct-13,30-Nov-13,858,5599,Chris Turner,21-Dec-85,738,M,Rural based,Widow,TYPE 2,6442,35662,S University Blvd,RU126488,Yaroslavl,,APAC,RUS,Russia,North,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Wireless Optical XBox MX518M35 Black
3476669,9-On Hold,21,0,34.68,225.39,724.52,13-Sep-13,27-Oct-13,896,7135,Dominick Holmes,18-May-81,703,M,Urban based,Divorced,TYPE 3,13725,979,S La Cienega Blvd #627,CH101604,Santiago,,AMERICAS,CHL,Chile,South America,Store,FunPod,Games,Portable,PocketFun ES,KeyMax USB Keyboard E90 White
3191522,3-Shipped,12,0,478.37,1889.9,2280.89,28-Jun-13,5-Aug-13,1089,4274,Diego Loover,31-Jul-55,677,M,Baby Boomers,Divorced,TYPE 2,630,,,US260897,Lincoln,South Dakota,AMERICAS,USA,United States,North America,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Silver Grey
2779809,2-Fulfilled,10,0,279.57,212.56,1442.57,11-May-12,22-Jun-12,1117,4810,Carlos Portillo,16-Mar-61,614,F,Active Singles,Divorced,TYPE 1,8929,9,Taylor Ave,RU101488,Yaroslavl,,APAC,RUS,Russia,North,Online,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Camera D480Grey
553717,2-Fulfilled,9,98.37,767.16,835.99,4030.15,8-Jan-12,12-Feb-12,1183,9544,Peggy Lineberger,11-Apr-73,603,M,Baby Boomers,Widow,TYPE 3,13379,98021,Harwin Dr,EC11529,Quito,,AMERICAS,ECU,Ecuador,South America,Online,HomeView,TV,Plasma,Tungsten E Plasma TV,MaxiFun 2/3'' 17mm X100 White
3849954,5-Paid,10,0,12.88,52.76,64.23,29-Oct-12,17-Dec-12,745,3795,Michelle Worst,14-Apr-56,600,M,Active Singles,Married,TYPE 1,13544,94,S Jefferson Rd,PE101541,Lima,,AMERICAS,PER,Peru,South America,Store,HomeView,Services,Install,Install,Car 65W Power Adaptor Black
3186767,5-Paid,10,0,135.66,887.26,973.39,9-May-13,28-Jun-13,689,3016,Ramzi Najdawi,24-Dec-79,788,M,Urban based,Married,TYPE 2,4246,,BANK ST,2009,Sydney,NSW,APAC,AUS,Australia,South,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Grey
3951445,3-Shipped,9,17.24,44.68,187.12,270.01,19-Sep-12,19-Oct-12,1300,4670,Sophia Bennett,21-Jul-92,644,M,Baby Boomers,Single,TYPE 4,5330,245,5th Ave,TJ11534,Dushanbe,,EMEA,TJK,Tajikistan,Eastern,Online,BizTech,Electronics,Accessories,MP3 Speakers System,DigiTech 5D Mark2 Speaker M350 Black
3020141,5-Paid,12,4.51,9.69,46.29,48.36,25-Jul-12,1-Sep-12,812,4876,Amzi Jeffs,17-Jan-83,744,M,Active Singles,Divorced,TYPE 4,15127,98247,Russell Blvd,IN101450,Pune City,,APAC,IND,India,West,Catalog,FunPod,Games,Portable,PocketFun ES,DigiTech Mousepad Bundle 34Grey
2408336,4-Billed,13,19.29,1213.95,102.97,806.29,17-Nov-11,17-Dec-11,670,1852,Hannah Ferrante,23-Dec-82,734,M,Baby Boomers,Single,TYPE 2,11980,1758,Park Pl,ID11575,Jakarta,,APAC,IDN,Indonesia,South,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell DesignJet Game X40 Black
164924,3-Shipped,9,9.5,53.47,228.3,337.33,14-Feb-11,21-Mar-11,731,2582,Bienvenido Lim,11-Oct-55,730,M,Baby Boomers,Single,TYPE 1,5982,98247,Russell Blvd,SA176476,Riyadh,,EMEA,SAU,Saudi Arabia,Middle East,Store,FunPod,Games,Fixed,HomeCoach 2000,CompCell All-In-One Game PT230M400 Green
331216,3-Shipped,9,12.49,70.27,300.18,443.39,28-Mar-11,4-May-11,733,4488,Diane Miller,16-Mar-71,625,M,Active Singles,Divorced,TYPE 1,12685,40490,Morrow St,PH101607,Manila,,APAC,PHL,Philippines,South,Store,FunPod,Games,Fixed,HomeCoach 2000,CompCell DraftPro Gamer T40Green
1044256,5-Paid,5,0,3.92,25.26,24.71,30-Apr-11,18-Jun-11,802,3476,Ade Fhirmansyah,8-Dec-67,630,M,Active Singles,Married,TYPE 1,12589,9561,Chartres St,TU101472,Funafuti,,APAC,TUV,Tuvalu,East,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Touch XBox T400 White
3188962,2-Fulfilled,6,86,675.2,460.6,3053.73,28-Jun-13,10-Aug-13,1182,4718,Jj Joker,21-Jan-55,730,M,Active Singles,Single,TYPE 2,7160,6,W 39th St,BG101416,Sofia,,EMEA,BGR,Bulgaria,Europe,Store,HomeView,TV,Plasma,Tungsten E Plasma TV,MaxiFun 1/3'' 8.5mm X200 White
3331570,9-On Hold,8,69.01,196.57,1262.04,3676.5,19-Aug-13,5-Oct-13,705,6976,Anthony Ginnis,17-Jun-83,803,M,Rural based,Single,TYPE 3,13252,71089,Queens Blvd,CU101570,Havana,,AMERICAS,CUB,Cuba,Central,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
1638150,3-Shipped,12,42.23,196,1165.63,1124.66,22-Aug-11,21-Sep-11,1559,4117,Anthony Pagliuco,7-Nov-69,621,M,Students,Married,TYPE 5,13790,79,State Route 35,HN101588,Tegucigalpa,,AMERICAS,HND,Honduras,Central,Store,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhone3.5 inches M320 White
3258293,2-Fulfilled,10,1.57,13.46,22.95,118.61,8-Jun-13,24-Jul-13,811,7898,Gustavo Fortea,21-Mar-59,668,M,Active Singles,Married,TYPE 3,6789,423,S Navajo St #56,CO11655,Bogot,,AMERICAS,COL,Colombia,Central,Online,BizTech,Electronics,Accessories,MP3 Speakers System,DigiTech KeyMax Speaker 34 Grey
572599,3-Shipped,9,78.44,372.67,1525.6,1857.17,2-Jan-12,6-Feb-12,718,4274,Diego Loover,31-Jul-55,677,M,Baby Boomers,Divorced,TYPE 2,13328,29133,Hammond Dr #1,CO11655,Bogot,,AMERICAS,COL,Colombia,Central,Catalog,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
3556728,4-Billed,12,0,11686.01,579.77,5285.3,4-Oct-13,14-Nov-13,1228,273,Arentina Downey,29-Jul-69,615,M,Students,Divorced,TYPE 3,8705,94843,Trabold Rd #59,RU151492,Voronezh,,APAC,RUS,Russia,North,Reseller,HomeView,TV,Plasma,Plasma HD Television,Maxifun Independent Filmmaker M441'' 25mm X400 Black
738959,9-On Hold,12,18.95,89.95,322.15,896.52,15-Mar-12,19-Apr-12,691,4355,Evette Bender,10-Jul-64,638,M,Rural based,Divorced,TYPE 2,11907,6,W Meadow St,HN101588,Tegucigalpa,,AMERICAS,HND,Honduras,Central,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100Grey
3484372,5-Paid,18,5.63,19.24,160.41,201.11,18-Oct-13,4-Dec-13,825,6694,Yinsi Ade,1-Apr-63,657,M,Baby Boomers,Divorced,TYPE 5,8254,50808,A Pamalee Dr,GR101412,Athens,,EMEA,GRC,Greece,Europe,Store,HomeView,Services,Install,Install,DigiTech High Frequency 50HzGrey
3549047,2-Fulfilled,8,27.7,112.82,166.51,1179.32,7-Oct-13,12-Nov-13,658,7014,Tito Chiefo,4-Feb-59,774,M,Students,Widow,TYPE 4,4038,455,GEORGE ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Reseller,FunPod,Games,Portable,MaxiFun 2000,CompCell High Speed Laser X300 Grey
708806,2-Fulfilled,9,1.22,8.88,6.48,44.2,7-Mar-12,13-Apr-12,848,308,Frank Lucas,20-Jul-61,600,F,Active Singles,Divorced,TYPE 2,8042,2,Pennington St,GM101580,Banjul,,EMEA,GMB,Gambia,Africa,Store,BizTech,Electronics,Accessories,MP3 Speakers System,DigiTech Portable Speaker E409 Yellow
419298,2-Fulfilled,6,8.83,36.4,25.36,116.49,26-Mar-11,30-Apr-11,1252,7716,Christopher Caley,23-May-57,773,M,Students,Divorced,TYPE 1,6586,8,Cabot Rd,AR151704,Quilmes,,AMERICAS,ARG,Argentina,South America,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Travel Pack U742White
3596910,4-Billed,10,38.77,2891.93,159.26,1376.79,2-Oct-13,20-Nov-13,1172,6806,Fernando Olivo,1-Feb-68,820,M,Urban based,Married,TYPE 4,10504,7,Hall St,CO101655,Bogot,,AMERICAS,COL,Colombia,Central,Online,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1'' 25mm E400 White
2118745,4-Billed,9,1.1,4.78,2.91,30.07,7-Sep-11,11-Oct-11,788,59,Lucie Fjeldstad,14-Aug-71,680,M,Rural based,Married,TYPE 3,10604,9,13th Ave S,HK176477,Hong Kong,,APAC,HKG,Hong Kong,South,Online,HomeView,Services,Maintenance,Maintenance,DigiTech Smart Pack SP344White
